WRITERS,SOURCE,TERRITORY,REVENUE_TYPE,USAGE,SONG_ID,SONG_TITLE,NOTES,CONFIG,SELECTION,UNITS,BEG_PER,End_PER,AMOUNT_RECEIVED,SHARE,ROYALTY_AMT
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","1191316818",6,"04/01/2017","06/30/2017",.002011,11.000000,.000221
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","CHARLIE MCCOY\Lookin' for Love","","716222382",3,"04/01/2017","06/30/2017",.001510,11.000000,.000166
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","364479862",2,"04/01/2017","06/30/2017",.001087,11.000000,.000120
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' For Love","","5841997",15,"04/01/2017","06/30/2017",.007201,11.000000,.000792
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","362942238",21,"04/01/2017","06/30/2017",.010261,11.000000,.001129
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","329480752",14,"04/01/2017","06/30/2017",.007142,11.000000,.000786
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","259947052",54,"04/01/2017","06/30/2017",.018204,11.000000,.002002
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' For Love","","265383074",32,"04/01/2017","06/30/2017",.012609,11.000000,.001387
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","5841997",24,"04/01/2017","06/30/2017",.012144,11.000000,.001336
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Looking for Love","","277834216",38,"04/01/2017","06/30/2017",.017915,11.000000,.001971
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","271305366",368,"07/01/2017","09/30/2017",.169759,11.000000,.018673
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","340991541",327,"07/01/2017","09/30/2017",.163979,11.000000,.018038
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","DAVID HOUSTON\Looking For Love In All the Wrong Places","","411401120",356,"07/01/2017","09/30/2017",.151377,11.000000,.016651
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Looking for Love","","73987074",2595,"07/01/2017","09/30/2017",1.197558,11.000000,.131731
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Looking for Love","","74008693",1531,"07/01/2017","09/30/2017",.656438,11.000000,.072208
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","Me First And The Gimme Gimmes\Lookin' for Love","","291672814",636,"07/01/2017","09/30/2017",.298428,11.000000,.032827
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","403733249",10174,"07/01/2017","09/30/2017",4.586430,11.000000,.504507
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","Countdown Chartbusters\Lookin' for Love","","962149584",1,"04/01/2017","06/30/2017",.000421,11.000000,.000046
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Looking for Love","","278736157",1,"04/01/2017","06/30/2017",.000421,11.000000,.000046
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","Countdown Chartbusters\Lookin' for Love","","808170751",1,"04/01/2017","06/30/2017",.000421,11.000000,.000046
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","MICKEY GILLEY\Lookin' for Love","","927915545",1,"04/01/2017","06/30/2017",.000543,11.000000,.000060
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","329480752",9,"04/01/2016","06/30/2016",.001605,11.000000,.000177
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","362942238",4,"04/01/2016","06/30/2016",.001549,11.000000,.000170
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","Countdown Chartbusters\Lookin' for Love","","962149584",3,"04/01/2016","06/30/2016",.001612,11.000000,.000177
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","259947052",12,"04/01/2016","06/30/2016",.005849,11.000000,.000643
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","337238672",5,"04/01/2016","06/30/2016",.002361,11.000000,.000260
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","956987163",4,"04/01/2016","06/30/2016",.001824,11.000000,.000201
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","Me First And The Gimme Gimmes\Lookin' for Love","","207579017",2,"04/01/2016","06/30/2016",.001074,11.000000,.000118
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' For Love","","408481316",3,"04/01/2016","06/30/2016",.000298,11.000000,.000033
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","263557690",78,"04/01/2016","06/30/2016",.024602,11.000000,.002706
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","340991541",67,"04/01/2016","06/30/2016",.029198,11.000000,.003212
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","MICKEY GILLEY\Lookin' for Love","","275961219",32,"04/01/2016","06/30/2016",.015036,11.000000,.001654
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","Me First And The Gimme Gimmes\Lookin' for Love","","291672814",505,"04/01/2016","06/30/2016",.227361,11.000000,.025010
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","271305366",133,"04/01/2016","06/30/2016",.057859,11.000000,.006364
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","MICKEY GILLEY\Lookin' For Love","","355530535",96,"04/01/2016","06/30/2016",.043301,11.000000,.004763
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","DAVID HOUSTON\Looking For Love In All the Wrong Places","","411401120",106,"04/01/2016","06/30/2016",.040128,11.000000,.004414
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","Johhny Lee\Lookin' For Love","","402202702",71,"04/01/2016","06/30/2016",.026540,11.000000,.002919
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","314737803",35,"04/01/2016","06/30/2016",.013724,11.000000,.001510
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","5841997",13,"04/01/2016","06/30/2016",.005509,11.000000,.000606
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' For Love","","265383074",10,"04/01/2016","06/30/2016",.004610,11.000000,.000507
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","MICKEY GILLEY\Lookin' for Love","","184124645",11,"04/01/2016","06/30/2016",.004630,11.000000,.000509
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Looking for Love","","277834216",8,"04/01/2016","06/30/2016",.003972,11.000000,.000437
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","CHARLIE MCCOY\Lookin' for Love","","716222382",6,"07/01/2016","09/30/2016",.002941,11.000000,.000324
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' For Love","","5841997",2,"07/01/2016","09/30/2016",.001032,11.000000,.000114
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","364479862",1,"07/01/2016","09/30/2016",.000515,11.000000,.000057
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","MICKEY GILLEY\Lookin' for Love","","927915545",2,"07/01/2016","09/30/2016",.000613,11.000000,.000067
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Looking for Love","","277834216",32,"07/01/2016","09/30/2016",.015448,11.000000,.001699
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","314737803",39,"07/01/2016","09/30/2016",.018327,11.000000,.002016
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","329480752",13,"07/01/2016","09/30/2016",.005457,11.000000,.000600
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","MICKEY GILLEY\Lookin' for Love","","184124645",9,"07/01/2016","09/30/2016",.004567,11.000000,.000502
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' For Love","","408481316",11,"07/01/2016","09/30/2016",.005028,11.000000,.000553
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' For Love","","265383074",18,"07/01/2016","09/30/2016",.007082,11.000000,.000779
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","337238672",6,"07/01/2016","09/30/2016",.002677,11.000000,.000294
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","5841997",9,"07/01/2016","09/30/2016",.002974,11.000000,.000327
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","956987163",17,"07/01/2016","09/30/2016",.004104,11.000000,.000451
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","Johhny Lee\Lookin' For Love","","402202702",95,"07/01/2016","09/30/2016",.043591,11.000000,.004795
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","MICKEY GILLEY\Lookin' for Love","","275961219",79,"07/01/2016","09/30/2016",.035714,11.000000,.003929
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","263557690",64,"07/01/2016","09/30/2016",.025816,11.000000,.002840
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","259947052",42,"07/01/2016","09/30/2016",.019926,11.000000,.002192
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","DAVID HOUSTON\Looking For Love In All the Wrong Places","","411401120",255,"07/01/2016","09/30/2016",.104721,11.000000,.011519
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","MICKEY GILLEY\Lookin' For Love","","355530535",203,"07/01/2016","09/30/2016",.090642,11.000000,.009971
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","271305366",210,"07/01/2016","09/30/2016",.087255,11.000000,.009598
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Looking for Love","","73987074",2932,"07/01/2016","09/30/2016",1.179245,11.000000,.129717
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Looking for Love","","74008693",683,"07/01/2016","09/30/2016",.298310,11.000000,.032814
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","Me First And The Gimme Gimmes\Lookin' for Love","","291672814",613,"07/01/2016","09/30/2016",.274975,11.000000,.030247
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","340991541",634,"07/01/2016","09/30/2016",.254010,11.000000,.027941
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","285601657",650,"07/01/2016","09/30/2016",.281117,11.000000,.030923
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' For Love","","5841997",2,"04/01/2016","06/30/2016",.000554,11.000000,.000061
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","403733249",5441,"07/01/2016","09/30/2016",2.230889,11.000000,.245398
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' For Love","","5841997",4,"10/01/2016","12/31/2016",.001513,11.000000,.000166
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","956987163",15,"10/01/2016","12/31/2016",.002453,11.000000,.000270
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Looking for Love","","278736157",2,"10/01/2016","12/31/2016",.001168,11.000000,.000128
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' For Love","","408481316",3,"10/01/2016","12/31/2016",.001267,11.000000,.000139
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","337238672",2,"10/01/2016","12/31/2016",.000569,11.000000,.000063
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","Me First And The Gimme Gimmes\Lookin' for Love","","207579017",1,"10/01/2016","12/31/2016",.000471,11.000000,.000052
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","266617185",4,"10/01/2016","12/31/2016",.001626,11.000000,.000179
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","364479862",3,"10/01/2016","12/31/2016",.000780,11.000000,.000086
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","Countdown Chartbusters\Lookin' for Love","","962149584",1,"10/01/2016","12/31/2016",.000098,11.000000,.000011
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Looking for Love","","73987074",2334,"01/01/2017","03/31/2017",1.088924,11.000000,.119782
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","MICKEY GILLEY\Lookin' for Love","","275961219",58,"01/01/2017","03/31/2017",.028044,11.000000,.003085
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","DAVID HOUSTON\Looking For Love In All the Wrong Places","","411401120",257,"01/01/2017","03/31/2017",.124779,11.000000,.013726
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","271305366",267,"01/01/2017","03/31/2017",.114749,11.000000,.012622
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","263557690",73,"01/01/2017","03/31/2017",.038193,11.000000,.004201
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","Johhny Lee\Lookin' For Love","","402202702",52,"01/01/2017","03/31/2017",.028835,11.000000,.003172
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","MICKEY GILLEY\Lookin' For Love","","355530535",325,"01/01/2017","03/31/2017",.163629,11.000000,.017999
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","403733249",6885,"01/01/2017","03/31/2017",3.181997,11.000000,.350020
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","Me First And The Gimme Gimmes\Lookin' for Love","","291672814",577,"01/01/2017","03/31/2017",.299735,11.000000,.032971
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Looking for Love","","74008693",750,"01/01/2017","03/31/2017",.350427,11.000000,.038547
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","340991541",398,"01/01/2017","03/31/2017",.211326,11.000000,.023246
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","1191316818",33,"01/01/2017","03/31/2017",.016312,11.000000,.001794
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","314737803",52,"01/01/2017","03/31/2017",.023813,11.000000,.002619
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","259947052",40,"01/01/2017","03/31/2017",.020516,11.000000,.002257
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' for Love","","329480752",13,"01/01/2017","03/31/2017",.007278,11.000000,.000801
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","MICKEY GILLEY\Lookin' for Love","","184124645",23,"01/01/2017","03/31/2017",.010459,11.000000,.001150
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Looking for Love","","277834216",29,"01/01/2017","03/31/2017",.014679,11.000000,.001615
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","LOOKINGFOR02","LOOKING FOR LOVE","JOHNNY LEE\Lookin' For Love","","265383074",23,"01/01/2017","03/31/2017",.010247,11.000000,.001127
