"Period","Period Description","STATEMENT FREQUENCY - 3/6","CLIENT CODE","Payee Code","SONG TITLE","SONG CODE","SCOMPNAM","SOURCE NAME","SOURCE OF INCOME CODE","INCOME TYPE : 01 - 25","PRODUCT / CATALOG NO","INCOME PERIOD - YYMM FROM &YYMM TO","DISTRIBUTION NO.","PERCENT RECEIVED BY SENDER OF MONEY","OUR SHARE - PERCENT RECEIVED BY US","FRACTION RCVD NUMERATOR","FRACTION RCVD DENOMINATOR","AMOUNT RECEIVED","UNITS SOLD","ROYALTY PAYABLE","PERCENTAGE PAYABLE","AT SOURCE RATE","COMPANY CODE","SUB CODE","ROY STMT NOTE NUMBER","Royalty Note","STAT ID, POS 1-2, YY","STAT ID, POS 3-7, 99999","ROYALTY COUNTRY CODE","SOURCE NAME"  
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","NCB                                     ","NCB ",4   ,"683376471      ",20082008  ,0     ,100.000  ,100.000  ,0    ,0    ,.11              ,956      ,.05              ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",4009   ,"DENM","DENMARK                                 "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","NCB                                     ","NCB ",4   ,"683376471      ",20092009  ,0     ,100.000  ,100.000  ,0    ,0    ,.12              ,1064     ,.06              ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",4009   ,"DENM","DENMARK                                 "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","NCB                                     ","NCB ",4   ,"L00002433      ",20122106  ,0     ,100.000  ,100.000  ,0    ,0    ,.12              ,0        ,.06              ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",4009   ,"FINL","FINLAND                                 "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","NCB                                     ","NCB ",4   ,"L00002450      ",20122106  ,0     ,100.000  ,100.000  ,0    ,0    ,.50              ,0        ,.24              ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",4009   ,"NORW","NORWAY                                  "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","NMPA SETTLEMENT                         ","NMPA",53  ,"LABEL DIGITAL V",18011812  ,0     ,.000     ,.000     ,0    ,0    ,.47              ,0        ,.34              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3730   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","NMPA SETTLEMENT                         ","NMPA",53  ,"LABEL DIGITAL V",18011812  ,0     ,.000     ,.000     ,0    ,0    ,6.80             ,0        ,4.85             ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3730   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","NMPA SETTLEMENT                         ","NMPA",53  ,"TIK TOK SETTLEM",18072003  ,0     ,.000     ,.000     ,0    ,0    ,45.58            ,0        ,32.48            ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3731   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","PEER MUSIC                              ","PEER",1   ,"               ",20012006  ,0     ,.000     ,.000     ,0    ,0    ,3.98             ,0        ,2.84             ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3396   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","PEER MUSIC                              ","PEER",1   ,"               ",20012006  ,0     ,.000     ,.000     ,0    ,0    ,.03              ,0        ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3396   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","PEER MUSIC                              ","PEER",4   ,"               ",20012006  ,0     ,.000     ,.000     ,0    ,0    ,6.11             ,0        ,2.90             ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3396   ,"ARGE","ARGENTINA                               "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","PEER MUSIC                              ","PEER",4   ,"               ",20012006  ,0     ,.000     ,.000     ,0    ,0    ,14.75            ,0        ,7.01             ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3396   ,"BRAZ","BRAZIL                                  "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","PEER MUSIC                              ","PEER",4   ,"               ",20012006  ,0     ,.000     ,.000     ,0    ,0    ,.18              ,0        ,.09              ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3396   ,"BRAZ","BRAZIL                                  "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","PEER MUSIC                              ","PEER",4   ,"               ",20012006  ,0     ,.000     ,.000     ,0    ,0    ,2.03             ,0        ,.97              ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3396   ,"CENT","CENTRAL AMERICA                         "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","PEER MUSIC                              ","PEER",4   ,"               ",20012006  ,0     ,.000     ,.000     ,0    ,0    ,3.55             ,0        ,1.69             ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3396   ,"CHIL","CHILE                                   "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","PEER MUSIC                              ","PEER",4   ,"               ",20012006  ,0     ,.000     ,.000     ,0    ,0    ,1.38             ,0        ,.66              ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3396   ,"COLO","COLOMBIA                                "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","PEER MUSIC                              ","PEER",4   ,"               ",20012006  ,0     ,.000     ,.000     ,0    ,0    ,12.98            ,0        ,6.17             ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3396   ,"MEXI","MEXICO                                  "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","PEER MUSIC                              ","PEER",4   ,"               ",20012006  ,0     ,.000     ,.000     ,0    ,0    ,2.75             ,0        ,1.31             ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3396   ,"PERU","PERU                                    "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","PEER MUSIC                              ","PEER",4   ,"               ",20012006  ,0     ,.000     ,.000     ,0    ,0    ,.01              ,0        ,.01              ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3396   ,"PERU","PERU                                    "
