Source,Normalized_Source
SoundCloud GO+,Soundcloud
Soundcloud Limited,Soundcloud
SoundCloud Ltd,Soundcloud
SOUNDCLOUD SETTLEMENT PERIOD (THROUGH 3Q19),Soundcloud
SOUNDCLOUD STREAMING FRANCE,Soundcloud
SoundCloud/AdSup.,Soundcloud
SoundCloud/Premium,Soundcloud
SOUNDCLOUDLTD,Soundcloud
Soundnet - Phys,Soundnet
Soundproof,Soundproof
SOUNDTRA,Soundtrack Your Brand
SOUNDTRACK,Soundtrack Your Brand
Soundtrack Your,Soundtrack Your Brand
Soundtrack Your Bran,Soundtrack Your Brand
SOUNDTRACK YOUR BRAND,Soundtrack Your Brand
SOUNDTRACKYOUR,Soundtrack Your Brand
SOUNDTRACKYOURBRAND,Soundtrack Your Brand
South Africa First N,Radio - General
South Africa First P,Radio - General
SOUTH EAST RADIO RADIO GENERAL,Radio - General
Southend Radio 105.1,Radio - General
Sovereign FM (107.5,Radio - General
SOZA,SOZA
SPA,SPA
SPAC,SPAC
Spanish (SGAE),SGAE
Spanish (SGAE) Gener,SGAE
Spatax Airline,Airlines
Specialist Musi,Specialist Music
SPECIMPEX KFT.,Specimpex Kft
SPECTACLE DE DANSE,Spectacle De Danse
"SPECTACLE DE DANSE ""20ANS D'EM",Spectacle De Danse
"SPECTRIO, LLC",Spectrio
SPHR-893,Other
SPHR-913,Other
SPHR-92,Other
Spike Non-Primetime,TV - General
Spike Primetime Comm,TV - General
Spilt Milk 2018,Performances - General
SPIN,Other
SPIN 1038 RADIO GENERAL,Radio - General
SPIN SOUTH WEST RADIO GENERAL,Radio - General
Spire FM (Censu,Radio - General
Spire FM (Census),Radio - General
Spire FM High Peak M,Radio - General
Spire FM Low Pe,Radio - General
Spire FM Low Peak Ma,Radio - General
Spire FM Non Peak Ma,Radio - General
SPIRIT ENTERTAI,Spirit Entertainment
Spirit FM 96.6,Radio - General
Spirit FM 96.6 & 102,Radio - General
Spirit FM High Peak,Radio - General
Spirit FM Low P,Radio - General
Spirit FM Low Peak M,Radio - General
Spirit FM Non Peak M,Radio - General
SPITG,SPITG
SPKE,SPKE
Splash FM (107.7 Wor,Radio - General
Splendour In The Grass 2018,Performances - General
SPLSE,SPLSE
SPOITYF C,Spotify
SPORT 24 NEWS,TV - General
"SPORT BRAND MEDIA, S.L.",Sport Brand Media Slr
SPORTCOMPLEX HEUVELKOUTER.,Sportcomplex Heuvelkouter
SPORTINGENK,SportingEnk
SPORTOASE,Sportoase
Spoti,Spotify
SPOTIF,Spotify
SPOTIFY,Spotify
SPOTIFY  (2T13),Spotify
SPOTIFY  //  SPOTIFY AB,Spotify
Spotify (2nd In,Spotify
Spotify (2nd Invoice,Spotify
SPOTIFY - ADDITIONAL INTERIM FEES,Spotify
SPOTIFY - BAKGRUND,Spotify
Spotify - Settlement,Spotify
SPOTIFY 2018 OD,Spotify
SPOTIFY 2019 OD,Spotify
SPOTIFY AB,Spotify
SPOTIFY AB - DUO - IRELAND - STREAMING ON?DEMAND?,Spotify
SPOTIFY AB - DUO - IRELAND - STREAMING ON DEMAND ,Spotify
SPOTIFY AB - FAMILY6 - IRELAND - STREAMING ON?DEMAND?,Spotify
SPOTIFY AB - FAMILY6 - IRELAND - STREAMING ON DEMAND,Spotify
SPOTIFY AB - FREE - IRELAND - STREAMING ON?DEMAND?,Spotify
SPOTIFY AB - FREE - IRELAND - STREAMING ON DEMAND ,Spotify
SPOTIFY AB - PREMIUM - IRELAND - STREAMING ON?DEMAND?,Spotify
SPOTIFY AB - PREMIUM - IRELAND - STREAMING ON DEMAND ,Spotify
SPOTIFY AB - STUDENT - IRELAND - STREAMING ON?DEMAND?,Spotify
SPOTIFY AB - STUDENT - IRELAND - STREAMING ON DEMAND ,Spotify
SPOTIFY AB FINANCE,Spotify
SPOTIFY AD SUPPORTED,Spotify
SPOTIFY BRASIL FREE,Spotify
SPOTIFY BRASIL PREMIUM,Spotify
SPOTIFY BUSINESS,Spotify
SPOTIFY BUSINESS MEK,Spotify
Spotify Business Mek.,Spotify
Spotify Business Mek. (analogi,Spotify
SPOTIFY BUSINESS SE MECH,Spotify
SPOTIFY COMP.1-3T16,Spotify
SPOTIFY COMPL 1T17,Spotify
SPOTIFY COMPL. 1T17,Spotify
SPOTIFY DSRX,Spotify
Spotify Duo Norden & Baltikum,Spotify
Spotify Family - Unmatched Ana,Spotify
Spotify Family Europa Mek.,Spotify
Spotify Family Europa Utf.,Spotify
SPOTIFY FAMILY NORD/BALT EUR M,Spotify
SPOTIFY FAMILY NORD/BALT EUR P,Spotify
Spotify Family Norden & Baltik,Spotify
Spotify Family Norden/Baltikum,Spotify
Spotify Family Unmatched Analo,Spotify
SPOTIFY FAMILYPLAN 6,Spotify
SPOTIFY FAMILYPLAN 6 MOBILE,Spotify
SPOTIFY FRANCE,Spotify
Spotify Free - Unmatched Analo,Spotify
SPOTIFY FREE 20,Spotify
Spotify Free Asien EUR Mek,Spotify
Spotify Free Europa Mek.,Spotify
Spotify Free Europa Utf.,Spotify
SPOTIFY FREE NORD/BALT EUR MEK,Spotify
SPOTIFY FREE NORD/BALT EUR PER,Spotify
Spotify Free Norden & Baltikum,Spotify
Spotify Free Norden/Baltikum E,Spotify
Spotify Free Trial Nord/Balt E,Spotify
Spotify Free Unmatched Analogi,Spotify
SPOTIFY HK 201906,Spotify
SPOTIFY HK 201907,Spotify
SPOTIFY HK 201908,Spotify
SPOTIFY HK 201909,Spotify
SPOTIFY HK 201910,Spotify
SPOTIFY HK 201911,Spotify
SPOTIFY HK 201912,Spotify
SPOTIFY HK 2020,Spotify
SPOTIFY HK 202001,Spotify
SPOTIFY HK 202002,Spotify
SPOTIFY HK 202003,Spotify
SPOTIFY HK 202004,Spotify
SPOTIFY HONG KONG,Spotify
SPOTIFY IDN - CASH 201801,Spotify
SPOTIFY IDN - CASH 201802,Spotify
SPOTIFY IDN - CASH 201803,Spotify
SPOTIFY IDN - CASH OBO 201604,Spotify
SPOTIFY IDN - CASH OBO 201605,Spotify
SPOTIFY IDN - CASH OBO 201606,Spotify
SPOTIFY IDN - CASH OBO 201607,Spotify
SPOTIFY IDN - CASH OBO 201608,Spotify
SPOTIFY IDN - CASH OBO 201609,Spotify
SPOTIFY IDN - CASH OBO 201610,Spotify
SPOTIFY IDN - CASH OBO 201611,Spotify
SPOTIFY IDN - CASH OBO 201612,Spotify
SPOTIFY IDN - CASH OBO 201701,Spotify
SPOTIFY IDN - CASH OBO 201702,Spotify
SPOTIFY IDN - CASH OBO 201703,Spotify
SPOTIFY IDN - CASH OBO 201704,Spotify
SPOTIFY IDN - CASH OBO 201705,Spotify
SPOTIFY IDN - CASH OBO 201706,Spotify
SPOTIFY IDN - CASH OBO 201707,Spotify
SPOTIFY IDN - CASH OBO 201708,Spotify
SPOTIFY IDN - CASH OBO 201709,Spotify
SPOTIFY IDN - CASH OBO 201710,Spotify
SPOTIFY IDN - CASH OBO 201711,Spotify
SPOTIFY IDN - CASH OBO 201712,Spotify
SPOTIFY IDN - CASH OBO 201801,Spotify
SPOTIFY IDN - CASH OBO 201802,Spotify
SPOTIFY IDN - CASH OBO 201803,Spotify
SPOTIFY IDN - WARNER 201604,Spotify
SPOTIFY IDN - WARNER 201605,Spotify
SPOTIFY IDN - WARNER 201606,Spotify
SPOTIFY IDN - WARNER 201607,Spotify
SPOTIFY IDN - WARNER 201608,Spotify
SPOTIFY IDN - WARNER 201609,Spotify
SPOTIFY IDN - WARNER 201610,Spotify
SPOTIFY IDN - WARNER 201611,Spotify
SPOTIFY IDN - WARNER 201612,Spotify
SPOTIFY IDN - WARNER 201701,Spotify
SPOTIFY IDN - WARNER 201702,Spotify
SPOTIFY IDN - WARNER 201703,Spotify
SPOTIFY IDN - WARNER 201704,Spotify
SPOTIFY IDN - WARNER 201705,Spotify
SPOTIFY IDN - WARNER 201706,Spotify
SPOTIFY IDN - WARNER 201707,Spotify
SPOTIFY IDN - WARNER 201708,Spotify
SPOTIFY IDN - WARNER 201709,Spotify
SPOTIFY IDN - WARNER 201710,Spotify
SPOTIFY IDN - WARNER 201711,Spotify
SPOTIFY IDN - WARNER 201712,Spotify
SPOTIFY IDN - WARNER 201801,Spotify
SPOTIFY IDN - WARNER 201802,Spotify
SPOTIFY IDN - WARNER 201803,Spotify
SPOTIFY IDN - WARNER 201804,Spotify
SPOTIFY IDN - WARNER 201805,Spotify
SPOTIFY IDN - WARNER 201806,Spotify
SPOTIFY IDN - WARNER 201807,Spotify
SPOTIFY IDN - WARNER 201808,Spotify
SPOTIFY IDN - WARNER 201809,Spotify
SPOTIFY IDN - WARNER 201810,Spotify
SPOTIFY IDN - WARNER 201811,Spotify
SPOTIFY IDN - WARNER 201812,Spotify
SPOTIFY IDN - WARNER 201901,Spotify
SPOTIFY IDN - WARNER 201902,Spotify
SPOTIFY IDN - WARNER 201903,Spotify
SPOTIFY IDN - WARNER 201904,Spotify
SPOTIFY IDN - WARNER 201905,Spotify
SPOTIFY IDN - WARNER 201906,Spotify
SPOTIFY LIMITED,Spotify
SPOTIFY LTD.,Spotify
SPOTIFY MEK,Spotify
Spotify Mek. (analogi),Spotify
SPOTIFY MONACO,Spotify
SPOTIFY MY - WCM 201805,Spotify
SPOTIFY MY - WCM 201806,Spotify
SPOTIFY MY - WCM 201807,Spotify
SPOTIFY MY - WCM 201808,Spotify
SPOTIFY MY - WCM 201809,Spotify
SPOTIFY MY - WCM 201810,Spotify
SPOTIFY MY - WCM 201811,Spotify
SPOTIFY MY - WCM 201812,Spotify
SPOTIFY MY - WCM 201901,Spotify
SPOTIFY MY - WCM 201902,Spotify
SPOTIFY MY - WCM 201903,Spotify
SPOTIFY MY - WCM 201904,Spotify
SPOTIFY MY - WCM 201905,Spotify
SPOTIFY MY - WCM 201906,Spotify
SPOTIFY MY - WCM 201907,Spotify
SPOTIFY MY - WCM 201908,Spotify
SPOTIFY MY - WCM 201909,Spotify
SPOTIFY MY - WCM 201910,Spotify
SPOTIFY MY - WCM 201911,Spotify
SPOTIFY MY - WCM 201912,Spotify
SPOTIFY MY - WCM 202001,Spotify
SPOTIFY MY - WCM 202002,Spotify
SPOTIFY MY - WCM 202003,Spotify
SPOTIFY MY - WCM 202004,Spotify
Spotify NZ,Spotify
SPOTIFY OMMATCHAT MEK,Spotify
SPOTIFY OMMATCHAT PERF,Spotify
SPOTIFY PERF,Spotify
SPOTIFY PHI - WARNER 201704,Spotify
SPOTIFY PHI - WARNER 201705,Spotify
SPOTIFY PHI - WARNER 201706,Spotify
SPOTIFY PHI - WARNER 201707,Spotify
SPOTIFY PHI - WARNER 201708,Spotify
SPOTIFY PHI - WARNER 201709,Spotify
SPOTIFY PHI - WARNER 201710,Spotify
SPOTIFY PHI - WARNER 201711,Spotify
SPOTIFY PHI - WARNER 201712,Spotify
SPOTIFY PHI - WARNER 201801,Spotify
SPOTIFY PHI - WARNER 201802,Spotify
SPOTIFY PHI - WARNER 201803,Spotify
SPOTIFY PHI - WCM 201501,Spotify
SPOTIFY PHI - WCM 201502,Spotify
SPOTIFY PHI - WCM 201503,Spotify
SPOTIFY PHI - WCM 201504,Spotify
SPOTIFY PHI - WCM 201505,Spotify
SPOTIFY PHI - WCM 201506,Spotify
SPOTIFY PHI - WCM 201507,Spotify
SPOTIFY PHI - WCM 201508,Spotify
SPOTIFY PHI - WCM 201509,Spotify
SPOTIFY PHI - WCM 201510,Spotify
SPOTIFY PHI - WCM 201511,Spotify
SPOTIFY PHI - WCM 201512,Spotify
SPOTIFY PHI - WCM 201601,Spotify
SPOTIFY PHI - WCM 201602,Spotify
SPOTIFY PHI - WCM 201603,Spotify
SPOTIFY PHI - WCM 201604,Spotify
SPOTIFY PHI - WCM 201605,Spotify
SPOTIFY PHI - WCM 201606,Spotify
SPOTIFY PHI - WCM 201607,Spotify
SPOTIFY PHI - WCM 201608,Spotify
SPOTIFY PHI - WCM 201609,Spotify
SPOTIFY PHI - WCM 201610,Spotify
SPOTIFY PHI - WCM 201611,Spotify
SPOTIFY PHI - WCM 201612,Spotify
SPOTIFY PHI - WCM 201701,Spotify
SPOTIFY PHI - WCM 201702,Spotify
SPOTIFY PHI - WCM 201703,Spotify
SPOTIFY PREMIUM,Spotify
Spotify Premium - Unmatched An,Spotify
Spotify Premium Afrika EUR ICE,Spotify
Spotify Premium Asien EUR Mek,Spotify
Spotify Premium Asien EUR Utf,Spotify
Spotify Premium Europa Mek.,Spotify
Spotify Premium Europa Utf.,Spotify
SPOTIFY PREMIUM NORD/BALT EUR,Spotify
Spotify Premium Norden & Balti,Spotify
Spotify Premium Norden/Baltiku,Spotify
Spotify premium retroaktiv mek,Spotify
Spotify premium retroaktiv utf,Spotify
Spotify Premium Unmatched Anal,Spotify
SPOTIFY RESIDUAL,Spotify
SPOTIFY SGP - WARNER 201403,Spotify
SPOTIFY SGP - WARNER 201404,Spotify
SPOTIFY SGP - WARNER 201405,Spotify
SPOTIFY SGP - WARNER 201406,Spotify
SPOTIFY SGP - WARNER 201407,Spotify
SPOTIFY SGP - WARNER 201408,Spotify
SPOTIFY SGP - WARNER 201409,Spotify
SPOTIFY SGP - WARNER 201410,Spotify
SPOTIFY SGP - WARNER 201411,Spotify
SPOTIFY SGP - WARNER 201412,Spotify
SPOTIFY SGP - WARNER 201501,Spotify
SPOTIFY SGP - WARNER 201502,Spotify
SPOTIFY SGP - WARNER 201503,Spotify
SPOTIFY SGP - WARNER 201504,Spotify
SPOTIFY SGP - WARNER 201505,Spotify
SPOTIFY SGP - WARNER 201506,Spotify
SPOTIFY SGP - WARNER 201507,Spotify
SPOTIFY SGP - WARNER 201508,Spotify
SPOTIFY SGP - WARNER 201509,Spotify
SPOTIFY SGP - WARNER 201510,Spotify
SPOTIFY SGP - WARNER 201511,Spotify
SPOTIFY SGP - WARNER 201512,Spotify
SPOTIFY SGP - WARNER 201601,Spotify
SPOTIFY SGP - WARNER 201602,Spotify
SPOTIFY SGP - WARNER 201603,Spotify
SPOTIFY SGP - WARNER 201604,Spotify
SPOTIFY SGP - WARNER 201605,Spotify
SPOTIFY SGP - WARNER 201606,Spotify
SPOTIFY SGP - WARNER 201607,Spotify
SPOTIFY SGP - WARNER 201608,Spotify
SPOTIFY SGP - WARNER 201609,Spotify
SPOTIFY SGP - WARNER 201610,Spotify
SPOTIFY SGP - WARNER 201611,Spotify
SPOTIFY SGP - WARNER 201612,Spotify
SPOTIFY SGP - WARNER 201701,Spotify
SPOTIFY SGP - WARNER 201702,Spotify
SPOTIFY SGP - WARNER 201703,Spotify
SPOTIFY SGP - WARNER 201704,Spotify
SPOTIFY SGP - WARNER 201705,Spotify
SPOTIFY SGP - WARNER 201706,Spotify
SPOTIFY SGP - WARNER 201707,Spotify
SPOTIFY SGP - WARNER 201708,Spotify
SPOTIFY SGP - WARNER 201709,Spotify
SPOTIFY SGP - WARNER 201710,Spotify
SPOTIFY SGP - WARNER 201711,Spotify
SPOTIFY SGP - WARNER 201712,Spotify
SPOTIFY SGP - WARNER 201801,Spotify
SPOTIFY SGP - WARNER 201802,Spotify
SPOTIFY SGP - WARNER 201803,Spotify
SPOTIFY SGP - WARNER 201804,Spotify
Spotify Student Europa Mek.,Spotify
Spotify Student Europa Utf.,Spotify
Spotify Student Norden & Balti,Spotify
Spotify Student Norden/Baltiku,Spotify
SPOTIFY SUBSCRIPTION BASIC DES,Spotify
SPOTIFY SUBSCRIPTION FREE,Spotify
SPOTIFY SUBSCRIPTION MOBILE,Spotify
SPOTIFY SUBSCRIPTION PREMIUM,Spotify
SPOTIFY SYB,Spotify
SPOTIFY TAIWAN - WARNER 201510,Spotify
SPOTIFY TAIWAN - WARNER 201511,Spotify
SPOTIFY TAIWAN - WARNER 201512,Spotify
SPOTIFY TAIWAN - WARNER 201601,Spotify
SPOTIFY TAIWAN - WARNER 201602,Spotify
SPOTIFY TAIWAN - WARNER 201603,Spotify
SPOTIFY TAIWAN - WARNER 201604,Spotify
SPOTIFY TAIWAN - WARNER 201605,Spotify
SPOTIFY TAIWAN - WARNER 201606,Spotify
SPOTIFY TAIWAN - WARNER 201607,Spotify
SPOTIFY TAIWAN - WARNER 201608,Spotify
SPOTIFY TAIWAN - WARNER 201609,Spotify
SPOTIFY TAIWAN - WARNER 201610,Spotify
SPOTIFY TAIWAN - WARNER 201611,Spotify
SPOTIFY TAIWAN - WARNER 201612,Spotify
SPOTIFY TAIWAN - WARNER 201701,Spotify
SPOTIFY TAIWAN - WARNER 201702,Spotify
SPOTIFY TAIWAN - WARNER 201703,Spotify
SPOTIFY TAIWAN - WARNER 201704,Spotify
SPOTIFY TAIWAN - WARNER 201705,Spotify
SPOTIFY TAIWAN - WARNER 201706,Spotify
SPOTIFY TAIWAN - WARNER 201707,Spotify
SPOTIFY TAIWAN - WARNER 201708,Spotify
SPOTIFY TAIWAN - WARNER 201709,Spotify
SPOTIFY TAIWAN - WARNER 201710,Spotify
SPOTIFY TAIWAN - WARNER 201711,Spotify
SPOTIFY TAIWAN - WARNER 201712,Spotify
SPOTIFY TAIWAN - WARNER 201801,Spotify
SPOTIFY TAIWAN - WARNER 201802,Spotify
SPOTIFY TAIWAN - WARNER 201803,Spotify
SPOTIFY TAIWAN - WARNER 201804,Spotify
SPOTIFY TAIWAN - WARNER 201805,Spotify
SPOTIFY TAIWAN - WARNER 201806,Spotify
SPOTIFY TAIWAN - WARNER 201807,Spotify
SPOTIFY TAIWAN - WARNER 201808,Spotify
SPOTIFY TAIWAN - WARNER 201809,Spotify
SPOTIFY TAIWAN - WARNER 201810,Spotify
SPOTIFY TAIWAN - WARNER 201811,Spotify
SPOTIFY TAIWAN - WARNER 201812,Spotify
SPOTIFY TAIWAN - WARNER 201901,Spotify
SPOTIFY TAIWAN - WARNER 201902,Spotify
SPOTIFY TAIWAN - WARNER 201903,Spotify
SPOTIFY TAIWAN - WARNER 201904,Spotify
SPOTIFY TAIWAN - WARNER 201905,Spotify
SPOTIFY TAIWAN - WARNER 201906,Spotify
SPOTIFY THA - CASH 201810,Spotify
SPOTIFY THA - CASH 201811,Spotify
SPOTIFY THA - CASH 201812,Spotify
SPOTIFY THA - CASH 201901,Spotify
SPOTIFY THA - CASH 201902,Spotify
SPOTIFY THA - CASH 201903,Spotify
SPOTIFY THA - CASH 201904,Spotify
SPOTIFY THA - CASH 201905,Spotify
SPOTIFY THA - CASH 201906,Spotify
SPOTIFY THA - WARNER CH 201708,Spotify
SPOTIFY THA - WARNER CH 201709,Spotify
SPOTIFY THA - WARNER CH 201710,Spotify
SPOTIFY THA - WARNER CH 201711,Spotify
SPOTIFY THA - WARNER CH 201712,Spotify
SPOTIFY THA - WARNER CH 201801,Spotify
SPOTIFY THA - WARNER CH 201802,Spotify
SPOTIFY THA - WARNER CH 201803,Spotify
SPOTIFY THA - WARNER CH 201804,Spotify
SPOTIFY THA - WARNER CH 201805,Spotify
SPOTIFY THA - WARNER CH 201806,Spotify
SPOTIFY THA - WARNER CH 201807,Spotify
SPOTIFY THA - WARNER CH 201808,Spotify
SPOTIFY THA - WARNER CH 201809,Spotify
SPOTIFY THA - WARNER CH 201810,Spotify
SPOTIFY THA - WARNER CH 201811,Spotify
SPOTIFY THA - WARNER CH 201812,Spotify
SPOTIFY THA - WARNER CH 201901,Spotify
SPOTIFY THA - WARNER CH 201902,Spotify
SPOTIFY THA - WARNER CH 201903,Spotify
SPOTIFY THA - WARNER CH 201904,Spotify
SPOTIFY THA - WARNER CH 201905,Spotify
SPOTIFY THA - WARNER CH 201906,Spotify
SPOTIFY THAILAND - OBO 201708,Spotify
SPOTIFY THAILAND - OBO 201709,Spotify
SPOTIFY THAILAND - OBO 201710,Spotify
SPOTIFY THAILAND - OBO 201711,Spotify
SPOTIFY THAILAND - OBO 201712,Spotify
SPOTIFY THAILAND - OBO 201801,Spotify
SPOTIFY THAILAND - OBO 201802,Spotify
SPOTIFY THAILAND - OBO 201803,Spotify
SPOTIFY THAILAND - OBO 201804,Spotify
SPOTIFY THAILAND - OBO 201805,Spotify
SPOTIFY THAILAND - OBO 201806,Spotify
SPOTIFY THAILAND - OBO 201807,Spotify
SPOTIFY THAILAND - OBO 201808,Spotify
SPOTIFY THAILAND - OBO 201809,Spotify
SPOTIFY THAILAND - OBO 201810,Spotify
SPOTIFY THAILAND - OBO 201811,Spotify
SPOTIFY THAILAND - OBO 201812,Spotify
SPOTIFY THAILAND - OBO 201901,Spotify
SPOTIFY THAILAND - OBO 201902,Spotify
SPOTIFY THAILAND - OBO 201903,Spotify
SPOTIFY THAILAND - OBO 201904,Spotify
SPOTIFY THAILAND - OBO 201905,Spotify
SPOTIFY THAILAND - OBO 201906,Spotify
SPOTIFY TW - WCM 201910,Spotify
SPOTIFY TW - WCM 201911,Spotify
SPOTIFY TW - WCM 201912,Spotify
SPOTIFY UNLIMITED,Spotify
Spotify Unlimited - Unmatched,Spotify
Spotify Unlimited Europa Mek.,Spotify
Spotify Unlimited Europa Utf.,Spotify
SPOTIFY UNLIMITED NORD/BALT EU,Spotify
Spotify Unlimited Norden & Bal,Spotify
Spotify Unlimited Norden/Balti,Spotify
Spotify Unlimited Unmatched An,Spotify
SPOTIFY USA INC.,Spotify
"SPOTIFY USA, INC",Spotify
"SPOTIFY USA, INC.",Spotify
Spotify Utf. (analogi),Spotify
SPOTIFY VN - OTHERS 201907,Spotify
SPOTIFY VN - OTHERS 201908,Spotify
SPOTIFY VN - OTHERS 201909,Spotify
SPOTIFY VN - OTHERS 201910,Spotify
SPOTIFY VN - OTHERS 201911,Spotify
SPOTIFY VN - OTHERS 201912,Spotify
SPOTIFY VN - OTHERS 202001,Spotify
SPOTIFY VN - OTHERS 202002,Spotify
SPOTIFY VN - OTHERS 202003,Spotify
SPOTIFY VN - WCM 201907,Spotify
SPOTIFY VN - WCM 201908,Spotify
SPOTIFY VN - WCM 201909,Spotify
SPOTIFY VN - WCM 201910,Spotify
SPOTIFY VN - WCM 201911,Spotify
SPOTIFY VN - WCM 201912,Spotify
SPOTIFY VN - WCM 202001,Spotify
SPOTIFY VN - WCM 202002,Spotify
SPOTIFY VN - WCM 202003,Spotify
SPOTIFY VNM - OTHERS 201803,Spotify
SPOTIFY VNM - OTHERS 201804,Spotify
SPOTIFY VNM - OTHERS 201805,Spotify
SPOTIFY VNM - OTHERS 201806,Spotify
SPOTIFY VNM - OTHERS 201807,Spotify
SPOTIFY VNM - OTHERS 201808,Spotify
SPOTIFY VNM - OTHERS 201809,Spotify
SPOTIFY VNM - OTHERS 201810,Spotify
SPOTIFY VNM - OTHERS 201811,Spotify
SPOTIFY VNM - OTHERS 201812,Spotify
SPOTIFY VNM - OTHERS 201901,Spotify
SPOTIFY VNM - OTHERS 201902,Spotify
SPOTIFY VNM - OTHERS 201903,Spotify
SPOTIFY VNM - OTHERS 201904,Spotify
SPOTIFY VNM - OTHERS 201905,Spotify
SPOTIFY VNM - OTHERS 201906,Spotify
SPOTIFY VNM - WARNER 201803,Spotify
SPOTIFY VNM - WARNER 201804,Spotify
SPOTIFY VNM - WARNER 201805,Spotify
SPOTIFY VNM - WARNER 201806,Spotify
SPOTIFY VNM - WARNER 201807,Spotify
SPOTIFY VNM - WARNER 201808,Spotify
SPOTIFY VNM - WARNER 201809,Spotify
SPOTIFY VNM - WARNER 201810,Spotify
SPOTIFY VNM - WARNER 201811,Spotify
SPOTIFY VNM - WARNER 201812,Spotify
SPOTIFY VNM - WARNER 201901,Spotify
SPOTIFY VNM - WARNER 201902,Spotify
SPOTIFY VNM - WARNER 201903,Spotify
SPOTIFY VNM - WARNER 201904,Spotify
SPOTIFY VNM - WARNER 201905,Spotify
SPOTIFY VNM - WARNER 201906,Spotify
SPOTIFY YABANCI STREAMING 2018,Spotify
"SPOTIFY, LTD",Spotify
Spotify/Family6,Spotify
Spotify/Free,Spotify
Spotify/Premium,Spotify
Spotify/Student,Spotify
SPOTIFY4T15,Spotify
SPOTIFYAB,Spotify
SPOTIFYABFINA,Spotify
SPOTIFYADSUPP,Spotify
SPOTIFYCLAIMS,Spotify
SPOTIFYCOMP1,Spotify
SPOTIFYCOMPL1,Spotify
SPOTIFYDSRX,Spotify
SPOTIFYFAMILY6,Spotify
SPOTIFYFAMILYP,Spotify
SPOTIFYFREE,Spotify
SPOTIFYHK2019,Spotify
SPOTIFYHONGKO,Spotify
SPOTIFYLTD,Spotify
SPOTIFYNZ,Spotify
SPOTIFYPREMIUM,Spotify
SPOTIFYSTUDENT,Spotify
SPOTIFYSUBSCRI,Spotify
SPOTIFYSYB,Spotify
SPOTIFY_NMPA,Spotify
SPOTIR,Spotify
SPOTV,TV - General
SPRZEDA  - E-MU,Sprzeda
SPRZEDA  - ISIN,Sprzeda
SPRZEDA  - J&P,Sprzeda
SPRZEDA  ALBUMY,Sprzeda
SPRZEDA  SUBSKR,Sprzeda
SPTFY-FA216,Spotify
SPTFY-FA316,Spotify
SPTFY-FM216,Spotify
SPTFY-FM316,Spotify
SPTFY-FM416,Spotify
SPTFY-FM516,Spotify
SPTFY-PNV16,Spotify
Squash - Gold Coast Commonwea,Gold Coast Common
SR AU-SCHOOLS COMMUNICATION,Other
SRF 1,TV - General
SRF INFO,TV - General
SRF ZWEI,TV - General
SS AU-AAPTIV,Aaptiv
SS AU-AMAZON MUSIC UNLIMITED,Amazon
SS AU-APPLE,Apple Music
SS AU-APPLE MUSIC,Apple Music
SS AU-APPLE MUSIC [FAMILY],Apple Music
SS AU-APPLE MUSIC [INDIVIDUAL],Apple Music
SS AU-APPLE MUSIC [STUDENT],Apple Music
SS AU-APPLE MUSIC [TELCO],Apple Music
SS AU-FREEGAL,Freegal
SS AU-GOOGLE PLAY,Google
SS AU-OTHER,Other
SS AU-SOUNDCLOUD,Soundcloud
SS AU-SPOTIFY,Spotify
SS AU-SPOTIFY [AD FUNDED],Spotify
SS AU-SPOTIFY [FAMILY],Spotify
SS AU-SPOTIFY [INDIVIDUAL],Spotify
SS AU-SPOTIFY [STUDENT],Spotify
SS FJ-APPLE MUSIC,Apple Music
SS NZ-APPLE MUSIC [FAMILY],Apple Music
SS NZ-APPLE MUSIC [INDIVIDUAL],Apple Music
SS NZ-APPLE MUSIC [STUDENT],Apple Music
SS NZ-GOOGLE PLAY,Google
SS NZ-OTHER,Other
SS NZ-SPOTIFY,Spotify
SS NZ-SPOTIFY [AD FUNDED],Spotify
SS NZ-SPOTIFY [FAMILY],Spotify
SS NZ-SPOTIFY [INDIVIDUAL],Spotify
SS NZ-SPOTIFY [STUDENT],Spotify
SS PG-APPLE MUSIC,Apple Music
SSCRD,Other
SSIJEIDIJI,Other
ST AU-10 NET,TV - General
ST AU-7 NET,TV - General
ST AU-9 NET,TV - General
ST AU-ABC JJJ,ABC
ST AU-ABC1,TV - General
ST AU-ABC3,TV - General
ST AU-GO,TV - General
St Jerome's Laneway Festival,Performances - General
STADSCENTRUM,Performances - General
STADSSCHOUWBURG (CC SINT-NIKLA,Performances - General
STAGE CHALLENGE 2016,Performances - General
Standalone Premium Plus,Standalone Premium Plus
Star Radio (103,Radio - General
Star Radio (103.2 FM,Radio - General
Star Radio (107,Radio - General
Star Radio (107.1 &,Radio - General
STAR TV 2017,TV - General
STAR TV 2018,TV - General
STARMAKER,StarMaker Interactive
STARMAKER (4T17-2T18),StarMaker Interactive
STARMAKER INTERACTIVE INC.,StarMaker Interactive
StartForfra (Fremfrelse),StartForfra
StartForfra (Mekanisk),StartForfra
StarZ TV High P,TV - General
StarZ TV High Peak,TV - General
StarZ TV Low Pe,TV - General
StarZ TV Low Peak,TV - General
Starz TV Non Pe,TV - General
Starz TV Non Peak,TV - General
STEF - Bio,Radio - General
STEF - Radio RUV,Radio - General
"STEF - RUV Rondo FM 87,7",Radio - General
STEF - SIMINN TV,Radio - General
STEF - TV RUV,Radio - General
