Record Number,CAE Number,Rights Type,Distribution (posted),Usage Narrative,Un-Notified Flag,Work Title,Amount (performance revenue),Share,Perf Start Date,Perf End Date,Prod Header,Broadcast Region,Production ID,Number of Perfs,Duration,IP1,IP2,IP3,IP4,Tunecode,ISWC,WID,Catalogue Number,Invoice Number,Currency,Works Share Transfer From,Works Share Transfer To,Old Share,New Share,Adjustment Reason
322,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,13/03/2016,13/03/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
323,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,08/02/2016,08/02/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
324,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,24/02/2016,24/02/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
325,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,02/02/2016,02/02/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
326,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,18/03/2016,18/03/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
327,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,06/01/2016,06/01/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
328,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,22/02/2016,22/02/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
329,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,05/03/2016,05/03/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
330,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,07/03/2016,07/03/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
331,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,27/01/2016,27/01/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
332,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,17/02/2016,17/02/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
333,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,07/01/2016,07/01/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
334,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,10/02/2016,10/02/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
335,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,14/03/2016,14/03/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
336,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,01/03/2016,01/03/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
337,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,25/01/2016,25/01/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
338,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,01/01/2016,01/01/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
339,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,13/02/2016,13/02/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
340,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,25/03/2016,25/03/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
341,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,02/03/2016,02/03/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
342,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,20/03/2016,20/03/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
343,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,10/03/2016,10/03/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
344,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,05/02/2016,05/02/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
345,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,10/01/2016,10/01/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
346,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,04/01/2016,04/01/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
347,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,11/02/2016,11/02/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
348,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,17/03/2016,17/03/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
349,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,08/03/2016,08/03/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
350,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,14/01/2016,14/01/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
351,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,26/01/2016,26/01/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
352,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,29/03/2016,29/03/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
353,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,04/03/2016,04/03/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
354,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,30/01/2016,30/01/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
355,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,05/03/2016,05/03/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
356,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,14/01/2016,14/01/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
357,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,15/01/2016,15/01/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
358,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,15/01/2016,15/01/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
359,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,23/03/2016,23/03/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
360,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,25/03/2016,25/03/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
361,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,24/03/2016,24/03/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
362,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,18/01/2016,18/01/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
363,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,26/03/2016,26/03/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
364,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,20/03/2016,20/03/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
365,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,23/01/2016,23/01/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
366,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,08/01/2016,08/01/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
367,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,30/03/2016,30/03/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
368,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,24/03/2016,24/03/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
369,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,07/03/2016,07/03/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
370,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,06/03/2016,06/03/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
371,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,15/03/2016,15/03/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
372,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,16/03/2016,16/03/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
373,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,14/02/2016,14/02/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
374,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,18/02/2016,18/02/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
375,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,29/01/2016,29/01/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
376,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,09/01/2016,09/01/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
377,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,09/01/2016,09/01/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
378,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,12/03/2016,12/03/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
379,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,13/03/2016,13/03/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
380,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,11/03/2016,11/03/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
381,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,13/01/2016,13/01/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
382,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,26/01/2016,26/01/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
383,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,12/01/2016,12/01/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
384,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,02/01/2016,02/01/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
385,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,15/02/2016,15/02/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
386,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,26/02/2016,26/02/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
387,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,21/03/2016,21/03/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
388,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,17/06/2016,17/06/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
389,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,29/04/2016,29/04/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
390,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,02/05/2016,02/05/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
391,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,06/05/2016,06/05/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
392,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,30/06/2016,30/06/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
393,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,28/05/2016,28/05/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
394,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,18/06/2016,18/06/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
395,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,16/05/2016,16/05/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
396,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,04/05/2016,04/05/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
397,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,24/06/2016,24/06/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
398,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,05/06/2016,05/06/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
399,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,08/04/2016,08/04/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
400,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,01/04/2016,01/04/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
401,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,10/05/2016,10/05/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
402,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,11/06/2016,11/06/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
403,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,13/04/2016,13/04/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
404,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,07/06/2016,07/06/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
405,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,28/06/2016,28/06/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
406,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,27/06/2016,27/06/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
407,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,20/06/2016,20/06/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
408,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,16/04/2016,16/04/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
409,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,01/04/2016,01/04/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
410,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,30/04/2016,30/04/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
411,177149937,M,2016101,Heart TV Non-Primetime, ,Ain't No Man,.04,50,24/05/2016,24/05/2016, ,Heart TV,,00000001,206,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
